packet_size,request_rate,ip.src,ip.dst,_ws.col.Protocol,tcp.dstport,udp.dstport
1127,882.6960869056754,6.250.180.16,192.168.1.1,TCP,80,
621,832.095745009735,216.36.224.1,192.168.1.1,TCP,80,
559,968.9115661583561,20.254.70.8,192.168.1.1,TCP,80,
1372,535.1269566771575,243.211.29.11,192.168.1.1,TCP,80,
1428,899.3478133005176,196.16.168.40,192.168.1.1,TCP,80,
1416,649.9013101150197,251.33.122.50,192.168.1.1,TCP,80,
736,885.728823438297,189.153.39.13,192.168.1.1,TCP,80,
914,868.8067679714977,198.127.51.18,192.168.1.1,TCP,80,
641,758.8356397722875,207.157.135.27,192.168.1.1,TCP,80,
1321,697.5452328199686,117.152.68.17,192.168.1.1,TCP,80,
1266,312.8360620704691,211.16.168.35,192.168.1.1,TCP,80,
760,852.1514395729037,205.217.119.34,192.168.1.1,TCP,80,
813,287.564061328688,50.108.207.20,192.168.1.1,TCP,80,
1403,258.63719830842996,11.218.240.5,192.168.1.1,TCP,80,
576,729.8512324682536,47.15.74.8,192.168.1.1,TCP,80,
1476,541.1738457277793,13.132.216.11,192.168.1.1,TCP,80,
1437,283.7028552399703,65.251.160.15,192.168.1.1,TCP,80,
856,906.2316582677439,109.93.240.26,192.168.1.1,TCP,80,
1270,675.5391410475946,139.187.158.9,192.168.1.1,TCP,80,
912,499.2017096423243,51.158.72.35,192.168.1.1,TCP,80,
850,598.0461511693211,155.162.22.34,192.168.1.1,TCP,80,
636,541.801269562979,167.116.24.4,192.168.1.1,TCP,80,
519,474.54746706888517,66.146.7.37,192.168.1.1,TCP,80,
1358,288.0095819620501,87.147.218.2,192.168.1.1,TCP,80,
1311,341.3335275176759,177.245.98.46,192.168.1.1,TCP,80,
1436,640.3654258374513,77.84.210.38,192.168.1.1,TCP,80,
1094,533.2572834881823,206.174.144.18,192.168.1.1,TCP,80,
1493,695.211512394552,99.232.36.16,192.168.1.1,TCP,80,
875,758.8412850653284,248.43.234.44,192.168.1.1,TCP,80,
965,528.8890382132706,169.139.68.2,192.168.1.1,TCP,80,
1481,213.37019801555414,48.240.174.4,192.168.1.1,TCP,80,
864,486.50516225459006,8.109.93.14,192.168.1.1,TCP,80,
1202,853.9617608345384,200.116.163.28,192.168.1.1,TCP,80,
1260,396.5137315623212,231.61.23.32,192.168.1.1,TCP,80,
935,399.7320536204481,126.5.49.19,192.168.1.1,TCP,80,
662,508.11699519016287,121.240.180.46,192.168.1.1,TCP,80,
700,665.700071514423,242.193.53.24,192.168.1.1,TCP,80,
809,429.54353418127886,224.63.44.19,192.168.1.1,TCP,80,
1083,915.3100070028975,234.212.144.1,192.168.1.1,TCP,80,
942,959.2226634785743,153.103.79.2,192.168.1.1,TCP,80,
1099,282.6079312173209,2.245.160.39,192.168.1.1,TCP,80,
665,144.82022478268144,189.149.117.31,192.168.1.1,TCP,80,
785,469.6763097813652,2.253.196.43,192.168.1.1,TCP,80,
1441,132.8593531711059,153.3.213.19,192.168.1.1,TCP,80,
1347,861.2619090254401,51.129.21.38,192.168.1.1,TCP,80,
513,926.1863204479159,182.122.50.49,192.168.1.1,TCP,80,
621,944.8129000157119,96.202.135.17,192.168.1.1,TCP,80,
1065,140.6414842630787,249.24.64.25,192.168.1.1,TCP,80,
1205,212.02460261026147,248.29.56.25,192.168.1.1,TCP,80,
817,996.3619652395465,48.4.59.48,192.168.1.1,TCP,80,
1207,635.4417326723067,26.156.254.38,192.168.1.1,TCP,80,
835,311.27048599894397,10.236.170.35,192.168.1.1,TCP,80,
815,970.1995420277761,105.31.34.17,192.168.1.1,TCP,80,
1169,132.15420971242384,33.43.65.8,192.168.1.1,TCP,80,
577,319.3418483046721,60.76.205.38,192.168.1.1,TCP,80,
811,866.8421284976308,168.119.158.1,192.168.1.1,TCP,80,
1012,907.2918847826896,116.102.139.27,192.168.1.1,TCP,80,
965,900.7292907184957,109.63.229.16,192.168.1.1,TCP,80,
1466,764.0661960995778,16.75.74.35,192.168.1.1,TCP,80,
1205,796.3795370839596,200.80.220.43,192.168.1.1,TCP,80,
1073,366.5962080015195,35.27.57.35,192.168.1.1,TCP,80,
948,347.9621175617714,247.204.137.29,192.168.1.1,TCP,80,
1203,838.3740717270189,225.132.91.41,192.168.1.1,TCP,80,
1221,269.26436820155413,230.120.144.21,192.168.1.1,TCP,80,
780,585.3123718898651,131.206.50.42,192.168.1.1,TCP,80,
587,916.1705738662806,68.248.206.25,192.168.1.1,TCP,80,
1351,766.4321831423167,118.138.71.24,192.168.1.1,TCP,80,
1002,179.80166156012848,236.190.4.2,192.168.1.1,TCP,80,
1089,962.6499304439257,239.14.109.11,192.168.1.1,TCP,80,
1050,144.6446621255555,130.131.159.44,192.168.1.1,TCP,80,
877,153.53525821401826,61.24.158.42,192.168.1.1,TCP,80,
902,124.20098579183782,196.86.216.24,192.168.1.1,TCP,80,
1290,783.741455615976,199.116.138.14,192.168.1.1,TCP,80,
766,473.4964522331874,38.115.214.23,192.168.1.1,TCP,80,
1453,504.21833232979213,6.122.146.32,192.168.1.1,TCP,80,
1426,403.81716774184935,95.112.27.19,192.168.1.1,TCP,80,
768,736.9337502124108,162.204.185.9,192.168.1.1,TCP,80,
897,848.8174679460494,253.249.60.44,192.168.1.1,TCP,80,
906,539.3493762177284,35.103.234.4,192.168.1.1,TCP,80,
1197,780.2454797122973,12.195.82.26,192.168.1.1,TCP,80,
1275,630.9754461831358,15.215.207.22,192.168.1.1,TCP,80,
561,760.6572440859073,169.66.38.24,192.168.1.1,TCP,80,
