packet_size,request_rate,source_ip,destination_ip,protocol_type
1057,129.73858820332572,83.99.178.38,192.168.1.1,TCP
1470,268.24416016398254,167.138.189.36,192.168.1.1,TCP
1293,308.0255662836333,205.44.240.40,192.168.1.1,TCP
1228,698.9204910726552,17.195.5.31,192.168.1.1,TCP
456,880.4282125375015,43.211.250.47,192.168.1.1,TCP
804,562.2382664530328,109.141.249.43,192.168.1.1,TCP
1359,980.6647085545146,84.228.46.10,192.168.1.1,TCP
1487,621.8045625629895,75.253.192.21,192.168.1.1,TCP
1414,850.4591805023056,27.45.199.23,192.168.1.1,TCP
618,627.2661834014946,129.80.1.34,192.168.1.1,TCP
442,131.7536487177562,112.126.176.19,192.168.1.1,TCP
1405,582.9873669977949,96.98.27.22,192.168.1.1,TCP
1324,968.9361235919635,181.60.156.48,192.168.1.1,TCP
471,937.1766328847359,158.72.182.14,192.168.1.1,TCP
1054,394.9493216685182,161.116.170.5,192.168.1.1,TCP
1455,504.8232002549976,207.40.194.44,192.168.1.1,TCP
254,644.8732105821011,251.166.178.12,192.168.1.1,TCP
1431,374.1800801777509,240.103.147.26,192.168.1.1,TCP
871,106.30464960708116,238.94.90.43,192.168.1.1,TCP
751,629.6216385189945,192.229.219.50,192.168.1.1,TCP
1315,790.8090406215206,249.223.108.41,192.168.1.1,TCP
306,494.7280889841111,177.130.245.13,192.168.1.1,TCP
1382,116.13302596892188,214.153.188.40,192.168.1.1,TCP
1136,698.109838860709,19.188.192.29,192.168.1.1,TCP
1239,584.8763062615055,158.53.24.40,192.168.1.1,TCP
475,956.0699570618939,29.243.110.18,192.168.1.1,TCP
151,263.60892817923457,103.39.155.24,192.168.1.1,TCP
625,218.83858653466427,94.53.217.44,192.168.1.1,TCP
633,478.2378987657723,204.227.154.46,192.168.1.1,TCP
742,303.54420610566666,242.146.15.41,192.168.1.1,TCP
171,644.6613011984886,55.100.126.5,192.168.1.1,TCP
308,648.5425102436517,255.202.174.28,192.168.1.1,TCP
1441,799.470439838391,37.86.113.29,192.168.1.1,TCP
503,731.4230914402899,145.78.100.21,192.168.1.1,TCP
622,668.3109212136312,174.104.35.23,192.168.1.1,TCP
223,683.1309124419819,147.142.208.50,192.168.1.1,TCP
146,743.5933606639717,176.24.231.25,192.168.1.1,TCP
908,297.5698246002056,207.195.24.46,192.168.1.1,TCP
73,572.696317045506,25.250.249.8,192.168.1.1,TCP
1495,882.9789180769682,233.185.67.40,192.168.1.1,TCP
1140,359.91541920387033,216.159.13.45,192.168.1.1,TCP
422,332.9614083885312,60.36.102.24,192.168.1.1,TCP
