packet_size,request_rate,source_ip,destination_ip,protocol_type
99,769.1009758787767,53.56.251.23,192.168.1.1,TCP
194,414.4785664566924,67.2.213.30,192.168.1.1,TCP
267,945.967888328485,141.209.129.18,192.168.1.1,TCP
1292,833.4223263595654,233.191.110.15,192.168.1.1,TCP
895,389.63236010661,209.26.171.23,192.168.1.1,TCP
198,580.692522083428,128.166.199.25,192.168.1.1,TCP
274,691.7502034884241,137.104.206.19,192.168.1.1,TCP
895,210.02979352305584,241.161.191.31,192.168.1.1,TCP
1420,540.0615446958908,96.248.227.6,192.168.1.1,TCP
699,560.7848227282877,111.195.116.42,192.168.1.1,TCP
900,726.3776722006503,131.219.39.25,192.168.1.1,TCP
751,973.6656385915753,152.69.46.36,192.168.1.1,TCP
1054,222.68582506972112,140.158.243.35,192.168.1.1,TCP
707,376.28458977396383,1.155.48.1,192.168.1.1,TCP
992,801.7716996820521,63.206.55.44,192.168.1.1,TCP
814,173.5497382595898,208.139.158.39,192.168.1.1,TCP
1260,271.2465962726593,12.143.9.22,192.168.1.1,TCP
838,699.5987138938716,188.221.237.33,192.168.1.1,TCP
1314,438.816333216495,95.146.224.25,192.168.1.1,TCP
1467,676.7485912400645,115.46.236.22,192.168.1.1,TCP
235,372.5548000934887,57.217.35.32,192.168.1.1,TCP
251,883.6813526856126,116.18.159.22,192.168.1.1,TCP
959,449.2796278425282,20.120.176.39,192.168.1.1,TCP
937,307.04945535841046,74.248.42.12,192.168.1.1,TCP
1411,493.561317937465,76.20.28.27,192.168.1.1,TCP
297,279.60172754955914,37.120.184.44,192.168.1.1,TCP
1230,655.5451416937069,193.225.16.35,192.168.1.1,TCP
1252,492.8353320453621,83.107.137.48,192.168.1.1,TCP
708,235.7446992016088,33.99.140.20,192.168.1.1,TCP
199,403.5422345733681,87.32.48.47,192.168.1.1,TCP
462,455.13358577892507,59.148.115.36,192.168.1.1,TCP
608,600.7872825189581,179.244.115.45,192.168.1.1,TCP
1372,109.78311764407653,241.55.135.38,192.168.1.1,TCP
828,488.67259453483365,28.111.56.14,192.168.1.1,TCP
1130,135.91276416336103,72.100.76.48,192.168.1.1,TCP
1445,227.04026871766746,130.86.59.49,192.168.1.1,TCP
308,628.3316167510901,244.118.12.46,192.168.1.1,TCP
1087,792.1857734088617,54.70.45.34,192.168.1.1,TCP
1100,984.1890668204536,230.180.119.16,192.168.1.1,TCP
1146,468.5956265534316,150.115.102.20,192.168.1.1,TCP
683,486.40515480902377,13.207.251.8,192.168.1.1,TCP
