packet_size,request_rate,source_ip,destination_ip,protocol_type
45,0.3236423841333991,31.68.69.78,192.168.1.1,UDP
88,0.8483242014990454,90.5.14.26,192.168.1.1,TCP
87,0.19750354313609678,30.207.190.159,192.168.1.1,UDP
63,0.4865669466031418,14.63.168.228,192.168.1.1,TCP
95,0.4509521791622697,243.218.190.97,192.168.1.1,UDP
75,0.8099636614083723,113.199.194.162,192.168.1.1,TCP
77,0.4698768538005087,59.22.217.36,192.168.1.1,TCP
96,0.6287212750980349,220.197.112.157,192.168.1.1,UDP
75,0.8580418937607218,115.11.140.147,192.168.1.1,UDP
41,0.5283896688122209,24.133.140.46,192.168.1.1,UDP
82,0.3053526063313914,3.95.240.115,192.168.1.1,UDP
79,0.5304464677944483,123.20.128.215,192.168.1.1,UDP
56,0.702408370552293,199.206.175.63,192.168.1.1,UDP
88,0.8292366486428887,114.76.149.6,192.168.1.1,UDP
89,0.7513883743951423,194.196.120.163,192.168.1.1,TCP
40,0.5042582165318646,48.240.227.126,192.168.1.1,UDP
58,0.5454518958480944,68.237.13.41,192.168.1.1,TCP
61,0.5261004957859118,38.58.62.159,192.168.1.1,UDP
97,0.9601474275381301,103.216.179.249,192.168.1.1,UDP
62,0.7305569584562923,200.40.53.117,192.168.1.1,TCP
44,0.6566186953485815,65.211.95.130,192.168.1.1,UDP
46,0.28173754119043753,140.80.53.93,192.168.1.1,TCP
40,0.5860669109945316,245.70.150.243,192.168.1.1,UDP
52,0.6098255382745242,179.243.31.7,192.168.1.1,TCP
64,0.7417572251243727,117.157.138.89,192.168.1.1,TCP
43,0.5597154634936342,154.215.167.34,192.168.1.1,TCP
52,0.40482581558485364,71.61.12.26,192.168.1.1,UDP
83,0.9306946504474467,234.98.26.120,192.168.1.1,TCP
54,0.14106563413384468,190.103.7.84,192.168.1.1,UDP
43,0.9619313055664834,190.152.113.76,192.168.1.1,UDP
80,0.8007325584379689,247.242.24.66,192.168.1.1,UDP
46,0.6651045304032375,192.159.3.187,192.168.1.1,UDP
92,0.9490040150206872,66.79.165.250,192.168.1.1,UDP
87,0.32648689632682504,132.27.229.71,192.168.1.1,TCP
97,0.3531683306914497,58.168.55.187,192.168.1.1,UDP
65,0.701815198688583,56.140.98.225,192.168.1.1,UDP
70,0.32914614953806204,146.34.163.250,192.168.1.1,UDP
69,0.17222245672962633,182.51.157.65,192.168.1.1,TCP
100,0.6059364270194707,213.211.70.248,192.168.1.1,UDP
58,0.23945915780506807,215.168.139.132,192.168.1.1,UDP
45,0.5688215219050892,241.39.220.217,192.168.1.1,UDP
97,0.856361451250865,66.71.131.118,192.168.1.1,TCP
65,0.2760446919243663,152.172.158.103,192.168.1.1,TCP
98,0.14536177603569003,210.63.91.135,192.168.1.1,TCP
88,0.396687695260479,158.223.17.48,192.168.1.1,TCP
57,0.14359909604650342,105.192.247.101,192.168.1.1,TCP
84,0.10065879727021347,213.99.98.24,192.168.1.1,TCP
82,0.2981068863634164,123.97.80.177,192.168.1.1,UDP
75,0.47973485420719775,216.146.61.87,192.168.1.1,UDP
93,0.3766443402266507,22.157.99.159,192.168.1.1,TCP
71,0.22309722062922957,164.183.165.101,192.168.1.1,TCP
96,0.45685414506241917,133.27.21.50,192.168.1.1,TCP
44,0.4415269929322486,195.209.99.172,192.168.1.1,TCP
71,0.167534891972943,69.200.180.72,192.168.1.1,UDP
99,0.3660005121501465,150.162.104.61,192.168.1.1,TCP
45,0.7228501576693789,161.180.106.39,192.168.1.1,TCP
61,0.1759204115334062,15.15.15.116,192.168.1.1,TCP
44,0.9179054330345104,87.232.177.89,192.168.1.1,TCP
56,0.4683416703529901,156.47.140.228,192.168.1.1,TCP
47,0.8953056486024156,73.228.180.79,192.168.1.1,TCP
88,0.13124313126685375,97.155.134.154,192.168.1.1,UDP
85,0.6722925752197965,118.171.177.226,192.168.1.1,TCP
54,0.9394759511139372,113.126.141.252,192.168.1.1,TCP
97,0.7947373284198962,164.129.230.60,192.168.1.1,UDP
51,0.7030575436155371,108.90.171.182,192.168.1.1,TCP
42,0.6227440946391268,150.98.75.253,192.168.1.1,UDP
83,0.29233094992986597,176.148.162.55,192.168.1.1,UDP
82,0.4562342239904199,77.254.244.99,192.168.1.1,TCP
83,0.6403203933004885,49.18.96.8,192.168.1.1,UDP
49,0.8851522008275019,201.156.248.209,192.168.1.1,TCP
54,0.41097431191016964,10.230.41.62,192.168.1.1,TCP
45,0.8932114025669996,197.38.39.121,192.168.1.1,TCP
49,0.45674484060232134,100.128.116.224,192.168.1.1,TCP
81,0.23118888340658303,195.162.77.214,192.168.1.1,UDP
90,0.7980311972560715,106.214.142.196,192.168.1.1,TCP
49,0.5744131751025092,196.130.68.45,192.168.1.1,TCP
72,0.22748863761331853,108.237.1.195,192.168.1.1,TCP
73,0.10205787728645567,171.125.64.231,192.168.1.1,UDP
96,0.3030273825709986,106.211.136.153,192.168.1.1,UDP
66,0.6000263785530997,167.156.240.221,192.168.1.1,TCP
72,0.17751235898256698,131.150.210.211,192.168.1.1,UDP
47,0.9183045605032264,145.187.108.222,192.168.1.1,UDP
85,0.8029646290353718,227.185.115.126,192.168.1.1,UDP
78,0.4322565967559372,68.204.213.192,192.168.1.1,TCP
76,0.8788148018525228,7.219.182.94,192.168.1.1,UDP
57,0.1685863664199203,129.122.25.9,192.168.1.1,UDP
69,0.6288025462447667,191.21.41.148,192.168.1.1,TCP
95,0.5961037662206238,76.213.90.193,192.168.1.1,TCP
61,0.2766617615987718,123.63.244.251,192.168.1.1,TCP
52,0.1790148528657597,242.145.230.195,192.168.1.1,UDP
86,0.8339350068840361,52.144.85.250,192.168.1.1,UDP
53,0.3253222772279136,53.233.117.246,192.168.1.1,UDP
46,0.6580190491914011,15.17.181.208,192.168.1.1,UDP
84,0.9120035302809419,38.3.143.217,192.168.1.1,TCP
50,0.8119496707002567,205.32.65.245,192.168.1.1,UDP
80,0.5155936120951368,206.185.10.171,192.168.1.1,UDP
78,0.4903093079702737,221.148.253.114,192.168.1.1,UDP
98,0.20792202342854987,84.78.82.251,192.168.1.1,TCP
67,0.1002331409031275,62.12.154.67,192.168.1.1,TCP
66,0.523374575430824,132.69.131.46,192.168.1.1,UDP
94,0.8949262704083778,45.171.135.52,192.168.1.1,TCP
62,0.945825517586333,72.90.180.93,192.168.1.1,TCP
46,0.7854077074343012,79.177.52.164,192.168.1.1,UDP
67,0.35584514412914126,37.57.105.19,192.168.1.1,UDP
88,0.28092457339873633,255.130.165.56,192.168.1.1,UDP
61,0.16089815601141666,122.81.29.195,192.168.1.1,TCP
90,0.3809413867564905,128.238.58.165,192.168.1.1,UDP
57,0.722039522506319,140.186.203.176,192.168.1.1,UDP
71,0.4015407747502946,94.75.194.231,192.168.1.1,UDP
78,0.1861347892834696,173.250.113.123,192.168.1.1,UDP
74,0.2545172464192505,5.20.141.17,192.168.1.1,TCP
59,0.7838155923397733,174.12.209.141,192.168.1.1,TCP
90,0.5769171681608949,96.161.224.119,192.168.1.1,UDP
50,0.28164742949328503,72.9.215.191,192.168.1.1,UDP
96,0.9023322614226662,28.197.12.71,192.168.1.1,TCP
82,0.736721203120373,253.146.105.10,192.168.1.1,UDP
62,0.7716137691270962,158.74.21.222,192.168.1.1,UDP
82,0.9897711631465584,119.152.4.242,192.168.1.1,TCP
81,0.39924592833659656,164.179.194.85,192.168.1.1,TCP
96,0.4584288779113924,246.138.177.179,192.168.1.1,TCP
94,0.3119288178195527,22.140.82.179,192.168.1.1,UDP
76,0.8729066883489538,114.21.142.255,192.168.1.1,TCP
52,0.37583089787647794,66.174.163.67,192.168.1.1,UDP
70,0.2921819415611918,39.51.57.202,192.168.1.1,UDP
95,0.6887409814271659,58.60.85.147,192.168.1.1,TCP
42,0.8328503432400338,111.80.190.162,192.168.1.1,UDP
52,0.9480366009301965,205.163.128.79,192.168.1.1,UDP
44,0.5093660543392478,139.186.151.218,192.168.1.1,UDP
73,0.5451626957995812,85.228.157.147,192.168.1.1,TCP
