packet_size,request_rate,ip.src,ip.dst,_ws.col.Protocol,tcp.dstport,udp.dstport
54,0.9634548611283276,173.106.99.26,192.168.1.1,TCP,,
67,0.6446874126053568,84.30.158.90,192.168.1.1,UDP,,
51,0.4029370005552909,194.27.167.97,192.168.1.1,UDP,337.0,
45,0.38832254081495,14.133.101.137,192.168.1.1,TCP,,51.0
100,0.8939304701422831,39.130.28.203,192.168.1.1,TCP,423.0,
79,0.8365265890947375,119.251.124.134,192.168.1.1,UDP,881.0,
59,0.6639499522601927,8.171.84.182,192.168.1.1,UDP,388.0,
51,0.5249847670545534,72.131.241.172,192.168.1.1,UDP,,
80,0.6208471148022418,119.158.246.13,192.168.1.1,UDP,,
82,0.809524399817462,42.29.164.135,192.168.1.1,TCP,892.0,787.0
42,0.25805184146269655,101.104.44.167,192.168.1.1,TCP,319.0,451.0
90,0.45097127980851837,220.232.140.101,192.168.1.1,UDP,448.0,998.0
41,0.9314677352449303,146.234.127.136,192.168.1.1,UDP,,409.0
89,0.9680786818773525,185.33.166.62,192.168.1.1,UDP,468.0,
73,0.8399760135639438,98.36.9.66,192.168.1.1,UDP,,
61,0.8323213279818726,99.253.213.163,192.168.1.1,UDP,,
78,0.8336942290519677,32.44.166.144,192.168.1.1,UDP,,206.0
100,0.6893201179430668,217.26.21.10,192.168.1.1,TCP,964.0,
45,0.16658712173692164,237.239.211.238,192.168.1.1,TCP,491.0,441.0
65,0.7072621198842279,227.238.237.48,192.168.1.1,TCP,,
71,0.551289846492523,110.144.146.177,192.168.1.1,TCP,,82.0
77,0.5027678339204232,239.102.117.124,192.168.1.1,UDP,856.0,953.0
77,0.5029683266447682,127.154.235.7,192.168.1.1,TCP,1023.0,
42,0.5732665806980093,25.72.252.26,192.168.1.1,TCP,467.0,
54,0.8107715998483065,102.215.100.120,192.168.1.1,UDP,159.0,
78,0.9697289349783719,234.239.171.127,192.168.1.1,TCP,,565.0
85,0.24635546630881314,78.208.221.82,192.168.1.1,TCP,,610.0
56,0.9958611280489322,88.10.153.75,192.168.1.1,UDP,,
62,0.21104234788939394,185.108.193.231,192.168.1.1,TCP,455.0,787.0
96,0.5932435448243492,126.87.182.203,192.168.1.1,TCP,,
47,0.9779660017206264,52.66.169.44,192.168.1.1,TCP,,577.0
100,0.6014058428968718,118.48.127.28,192.168.1.1,UDP,111.0,
64,0.8422368110964015,96.211.145.70,192.168.1.1,TCP,,
83,0.3093217495929099,228.240.68.187,192.168.1.1,TCP,,
84,0.41101703340240237,24.230.175.161,192.168.1.1,TCP,413.0,
76,0.49046516571977083,83.175.28.25,192.168.1.1,TCP,197.0,315.0
59,0.48253353305902924,159.98.244.25,192.168.1.1,UDP,635.0,
90,0.5396521138264134,135.53.194.4,192.168.1.1,UDP,693.0,859.0
41,0.26757547427740574,34.163.118.143,192.168.1.1,UDP,879.0,
