packet_size,request_rate,source_ip,destination_ip,protocol_type
724,7.891933890878744,77.54.188.146,192.168.1.1,ICMP
673,1.7132254492085701,239.145.122.57,192.168.1.1,TCP
324,8.402958293019534,7.101.134.121,192.168.1.1,TCP
1057,7.829292852625769,57.93.150.191,192.168.1.1,UDP
121,0.27528708550535885,180.73.197.207,192.168.1.1,TCP
261,6.716110959682244,252.209.98.168,192.168.1.1,UDP
1219,7.597292658940283,132.22.202.31,192.168.1.1,TCP
151,1.7322390838986805,91.63.56.238,192.168.1.1,TCP
857,1.4741831657940112,180.139.252.147,192.168.1.1,UDP
345,4.900319772197138,49.146.91.49,192.168.1.1,TCP
1410,1.1578034525127325,125.130.250.191,192.168.1.1,UDP
495,1.5851506303792378,164.6.157.167,192.168.1.1,UDP
197,5.252049126631748,100.15.155.159,192.168.1.1,UDP
1388,1.5715584203491473,191.126.50.148,192.168.1.1,TCP
1008,8.579170503835092,149.3.124.148,192.168.1.1,TCP
1176,2.9209887134750816,68.9.41.119,192.168.1.1,ICMP
101,6.466954563404409,152.27.12.81,192.168.1.1,ICMP
1248,0.48827259201985396,211.98.247.244,192.168.1.1,ICMP
1050,6.666020644150188,90.8.1.195,192.168.1.1,TCP
1473,2.8545861306163642,122.89.64.91,192.168.1.1,TCP
876,4.226160405180994,46.164.26.183,192.168.1.1,UDP
728,3.239611833717864,167.19.61.169,192.168.1.1,ICMP
1031,7.201379408971434,213.121.4.111,192.168.1.1,UDP
111,4.528808449360048,60.101.175.44,192.168.1.1,UDP
1300,7.510734362274606,55.22.233.214,192.168.1.1,UDP
801,2.3285535379685967,197.58.202.127,192.168.1.1,UDP
1244,5.252894488777294,97.194.145.252,192.168.1.1,UDP
1373,0.7299244536518263,68.124.241.51,192.168.1.1,TCP
845,2.2933673466973037,80.165.42.129,192.168.1.1,ICMP
960,9.821239788666206,227.53.2.63,192.168.1.1,ICMP
579,5.244206715381931,157.102.139.230,192.168.1.1,ICMP
1103,7.244508272270351,140.60.142.184,192.168.1.1,ICMP
1177,9.378636734010026,160.91.199.229,192.168.1.1,UDP
1155,9.590635881371925,133.21.49.66,192.168.1.1,TCP
373,5.033835137212324,85.60.175.101,192.168.1.1,TCP
1055,9.56167305515186,254.147.57.33,192.168.1.1,TCP
1378,2.7930802659023573,38.65.246.75,192.168.1.1,UDP
739,9.422441993562774,92.53.196.76,192.168.1.1,UDP
154,6.188745531647733,167.71.213.253,192.168.1.1,UDP
1157,9.228060675000632,113.194.94.117,192.168.1.1,ICMP
387,4.343651758848769,129.168.77.50,192.168.1.1,ICMP
812,1.7777468850986018,7.3.218.145,192.168.1.1,UDP
1167,1.3682026633732505,142.5.193.26,192.168.1.1,TCP
204,3.905046279161876,234.219.255.183,192.168.1.1,UDP
953,9.170914681370753,90.75.191.53,192.168.1.1,UDP
76,1.0521631083258784,124.145.70.122,192.168.1.1,ICMP
79,8.445629504960454,187.238.241.66,192.168.1.1,UDP
890,3.703868075340273,175.94.27.163,192.168.1.1,TCP
1000,0.7332397206701895,51.82.34.67,192.168.1.1,TCP
1455,7.328479119756217,188.134.205.75,192.168.1.1,UDP
1495,0.20345964566769584,94.245.60.38,192.168.1.1,TCP
356,4.129624807631896,102.124.48.212,192.168.1.1,TCP
800,9.576039427026975,62.202.130.36,192.168.1.1,UDP
1054,9.482338560870783,137.2.134.119,192.168.1.1,ICMP
829,1.4548444098256939,106.117.170.208,192.168.1.1,ICMP
851,7.289644431262656,52.22.154.29,192.168.1.1,TCP
748,7.954276153221634,134.87.101.217,192.168.1.1,ICMP
364,4.825377430294072,152.17.65.170,192.168.1.1,ICMP
860,3.274177903310484,104.152.104.101,192.168.1.1,UDP
1068,8.300288081915998,58.51.141.74,192.168.1.1,UDP
147,7.1193437221977005,174.110.86.124,192.168.1.1,UDP
647,1.5319606819648353,187.255.238.232,192.168.1.1,ICMP
208,7.567808228663381,98.177.147.246,192.168.1.1,TCP
1407,5.731930720365479,9.250.184.192,192.168.1.1,TCP
676,1.7086455900930182,144.28.37.3,192.168.1.1,ICMP
1035,8.67017846689457,255.64.167.108,192.168.1.1,UDP
590,6.455245746694209,254.241.17.189,192.168.1.1,UDP
1241,6.550897495541098,118.88.223.107,192.168.1.1,TCP
205,9.289760188382814,40.103.49.153,192.168.1.1,TCP
1302,9.259100031723207,172.225.21.94,192.168.1.1,TCP
689,8.050984448674017,216.105.57.102,192.168.1.1,ICMP
188,8.240932710269334,84.188.8.1,192.168.1.1,ICMP
90,0.8093212439836456,131.35.15.175,192.168.1.1,TCP
701,4.337262930259946,45.1.191.214,192.168.1.1,UDP
350,1.7624077491421772,220.199.254.61,192.168.1.1,ICMP
1362,5.375649939787817,14.224.219.171,192.168.1.1,TCP
1373,9.947457746272393,126.238.238.179,192.168.1.1,ICMP
777,7.0033059309577235,32.29.76.49,192.168.1.1,ICMP
407,2.6466240782811585,185.237.189.53,192.168.1.1,ICMP
1348,4.849508221954926,255.221.254.143,192.168.1.1,ICMP
638,8.155016531533185,18.9.215.90,192.168.1.1,TCP
547,6.86442656585214,128.163.126.248,192.168.1.1,UDP
588,1.85338429363103,204.189.166.157,192.168.1.1,ICMP
1181,3.308473084446655,166.152.56.165,192.168.1.1,ICMP
1391,7.336516490466696,219.91.6.108,192.168.1.1,UDP
1245,4.308408683356986,144.78.172.230,192.168.1.1,ICMP
1161,3.7656869930133094,48.60.86.44,192.168.1.1,TCP
