packet_size,request_rate,source_ip,destination_ip,protocol_type
701,8.41661091546258,186.127.245.100,192.168.1.1,ICMP
1195,7.459117526717663,134.76.131.195,192.168.1.1,UDP
1417,7.0428830972520124,210.236.243.106,192.168.1.1,UDP
499,2.6831052887480316,195.126.166.229,192.168.1.1,ICMP
574,9.513006266820954,209.63.207.7,192.168.1.1,TCP
816,6.209715582111193,219.221.68.113,192.168.1.1,UDP
118,3.647824814660265,192.126.104.115,192.168.1.1,ICMP
829,2.2909268280856163,6.177.23.176,192.168.1.1,TCP
1386,0.8617062403351258,156.215.81.99,192.168.1.1,TCP
72,7.374608969008857,189.170.18.185,192.168.1.1,ICMP
272,8.773381775969415,47.22.77.247,192.168.1.1,ICMP
552,0.7826574413055375,206.131.150.110,192.168.1.1,TCP
1164,2.2063024250809056,180.100.212.54,192.168.1.1,UDP
546,5.71425092986219,179.166.98.8,192.168.1.1,UDP
1148,0.6770545023010198,181.240.148.3,192.168.1.1,TCP
1028,0.7584473153579222,243.118.57.26,192.168.1.1,UDP
143,1.0666125015893884,74.37.146.71,192.168.1.1,UDP
1062,9.231153199663783,49.209.60.124,192.168.1.1,ICMP
424,0.4881715705844084,8.200.222.56,192.168.1.1,TCP
88,8.09465829933076,173.55.216.250,192.168.1.1,ICMP
755,2.806309602122429,234.205.177.49,192.168.1.1,TCP
618,5.828983636992273,173.8.121.53,192.168.1.1,ICMP
1160,4.983700788156097,214.216.225.28,192.168.1.1,UDP
806,5.78629979173111,171.190.101.55,192.168.1.1,ICMP
1454,3.665044727986336,111.4.108.70,192.168.1.1,UDP
857,5.972320103471534,201.135.104.88,192.168.1.1,ICMP
857,4.773533378024082,173.113.139.203,192.168.1.1,ICMP
981,2.8383889725966185,69.124.133.146,192.168.1.1,UDP
779,4.850052930651254,209.106.142.143,192.168.1.1,TCP
878,4.16713906007578,152.108.210.201,192.168.1.1,TCP
212,6.043393100030134,123.122.159.235,192.168.1.1,ICMP
1128,1.6316815005158514,111.174.2.29,192.168.1.1,TCP
677,7.27703046314453,214.159.96.66,192.168.1.1,UDP
1273,9.487065857739108,74.146.94.25,192.168.1.1,ICMP
226,2.06897267342407,202.119.175.183,192.168.1.1,ICMP
506,0.9201677500713261,249.240.134.30,192.168.1.1,ICMP
1253,1.7708145653393597,138.68.166.84,192.168.1.1,UDP
243,4.61432498101246,42.58.196.146,192.168.1.1,TCP
1002,0.7292245085223816,211.57.187.56,192.168.1.1,TCP
495,4.670867845243643,132.163.24.156,192.168.1.1,TCP
240,2.363138570965958,165.162.74.88,192.168.1.1,TCP
259,8.937252444031149,11.126.106.71,192.168.1.1,ICMP
100,4.278506247723795,12.169.137.159,192.168.1.1,TCP
856,0.8899802948991183,113.252.11.209,192.168.1.1,UDP
664,2.9896741881518434,218.30.41.41,192.168.1.1,UDP
82,6.554293111092566,214.8.122.28,192.168.1.1,UDP
800,6.122977071240949,104.233.229.164,192.168.1.1,TCP
1131,9.902507679623941,214.116.232.100,192.168.1.1,UDP
663,1.9174683389647882,217.23.245.107,192.168.1.1,UDP
1418,3.7488021808818197,93.197.228.204,192.168.1.1,UDP
1283,4.489082987149119,60.148.80.103,192.168.1.1,TCP
1413,5.934643279779473,175.75.211.73,192.168.1.1,ICMP
874,3.0455281056776125,163.34.29.126,192.168.1.1,ICMP
1359,6.413905065553435,110.227.182.134,192.168.1.1,ICMP
584,5.386688112497156,136.145.179.15,192.168.1.1,ICMP
650,8.3862109251222,12.180.211.139,192.168.1.1,UDP
551,0.4500080047013362,64.91.202.201,192.168.1.1,TCP
137,5.7844679911186905,240.113.156.157,192.168.1.1,UDP
692,6.728090183253512,241.132.234.71,192.168.1.1,ICMP
1148,4.899849703539694,152.137.3.62,192.168.1.1,ICMP
455,3.8390053325374773,104.184.69.171,192.168.1.1,UDP
695,5.397474354381801,249.136.3.138,192.168.1.1,UDP
1095,6.38315629149451,221.42.102.213,192.168.1.1,ICMP
976,5.8833361450098,112.65.212.94,192.168.1.1,TCP
1168,2.2099510026336713,122.154.142.226,192.168.1.1,UDP
1215,1.3419900969703056,107.50.36.170,192.168.1.1,TCP
1110,9.15110263819298,55.112.143.249,192.168.1.1,TCP
824,6.117383837096697,136.202.29.117,192.168.1.1,ICMP
850,4.6106084938923075,148.197.200.187,192.168.1.1,TCP
1086,7.696712122833268,200.234.252.42,192.168.1.1,ICMP
1440,3.2805390800803176,221.76.169.1,192.168.1.1,TCP
1425,6.471799089221461,41.142.187.135,192.168.1.1,TCP
162,6.640007744785782,57.207.253.222,192.168.1.1,UDP
876,8.422115459248499,116.121.130.26,192.168.1.1,TCP
144,9.930498492725215,3.122.146.177,192.168.1.1,ICMP
336,4.6982280437807775,28.49.172.216,192.168.1.1,ICMP
1108,8.019464608979195,19.74.254.161,192.168.1.1,UDP
752,0.306792085591617,75.86.125.123,192.168.1.1,ICMP
1395,5.662738379940922,167.184.250.234,192.168.1.1,ICMP
1008,9.868762659953745,127.83.235.3,192.168.1.1,TCP
236,9.454504487162708,79.229.120.233,192.168.1.1,TCP
432,7.581385264004887,44.151.214.246,192.168.1.1,ICMP
464,7.024478135305304,2.94.79.169,192.168.1.1,TCP
120,4.604447918889,67.2.133.205,192.168.1.1,TCP
1225,6.900304741439021,162.1.125.117,192.168.1.1,UDP
1425,8.165311708765962,28.133.175.209,192.168.1.1,UDP
