packet_size,request_rate,ip.src,ip.dst,_ws.col.Protocol,tcp.dstport,udp.dstport
97,664.6601984034182,67.104.120.15,192.168.1.1,TCP,80,
96,337.25115877123187,146.97.220.43,192.168.1.1,TCP,80,
40,145.55228263500794,85.239.37.27,192.168.1.1,TCP,80,
51,822.9544897329672,140.171.110.15,192.168.1.1,TCP,80,
93,513.4564252580008,46.250.49.6,192.168.1.1,TCP,80,
100,802.3462476647576,36.25.217.5,192.168.1.1,TCP,80,
75,134.38489050179334,222.70.71.20,192.168.1.1,TCP,80,
75,571.3877614566737,168.22.93.33,192.168.1.1,TCP,80,
43,956.5845981208797,155.117.129.18,192.168.1.1,TCP,80,
91,915.267758673923,160.92.164.3,192.168.1.1,TCP,80,
47,529.6680923875883,185.117.86.28,192.168.1.1,TCP,80,
94,246.06465087476946,179.104.198.14,192.168.1.1,TCP,80,
53,416.99042661799683,140.75.62.45,192.168.1.1,TCP,80,
51,983.1709051200372,94.122.179.17,192.168.1.1,TCP,80,
74,617.7721419831408,133.101.71.33,192.168.1.1,TCP,80,
53,405.01831031462433,151.247.120.21,192.168.1.1,TCP,80,
55,864.7304967580028,124.128.62.9,192.168.1.1,TCP,80,
91,195.64843549323209,117.24.89.26,192.168.1.1,TCP,80,
79,442.7182683429966,227.57.196.33,192.168.1.1,TCP,80,
91,307.7810333382227,109.51.81.34,192.168.1.1,TCP,80,
88,703.16712003263,171.39.1.27,192.168.1.1,TCP,80,
68,111.47921725297397,153.162.113.9,192.168.1.1,TCP,80,
56,647.8744698459324,164.215.200.20,192.168.1.1,TCP,80,
98,201.8061754687547,144.25.194.47,192.168.1.1,TCP,80,
48,524.5447525553654,122.81.114.2,192.168.1.1,TCP,80,
40,724.5395338963245,42.128.151.4,192.168.1.1,TCP,80,
42,308.18483795160864,105.154.238.21,192.168.1.1,TCP,80,
94,138.03741509401485,52.171.113.39,192.168.1.1,TCP,80,
54,747.1115398710369,152.195.234.31,192.168.1.1,TCP,80,
65,776.0058998296035,6.19.125.48,192.168.1.1,TCP,80,
92,312.1464317078187,184.166.236.22,192.168.1.1,TCP,80,
74,459.90475303486886,179.82.25.16,192.168.1.1,TCP,80,
84,364.6876216159279,219.24.164.29,192.168.1.1,TCP,80,
42,151.43997659046784,184.231.255.19,192.168.1.1,TCP,80,
65,832.9635535838644,174.108.6.37,192.168.1.1,TCP,80,
89,912.2228055261637,86.99.234.14,192.168.1.1,TCP,80,
41,769.7822059532973,89.69.75.12,192.168.1.1,TCP,80,
42,769.620825558588,11.53.195.39,192.168.1.1,TCP,80,
48,736.0767974467733,75.247.179.44,192.168.1.1,TCP,80,
63,719.318204802144,29.23.45.44,192.168.1.1,TCP,80,
66,995.1776522723318,172.73.144.47,192.168.1.1,TCP,80,
46,324.67713239300343,75.174.180.36,192.168.1.1,TCP,80,
84,524.3422920301512,149.30.162.38,192.168.1.1,TCP,80,
48,697.8830833125915,250.227.228.13,192.168.1.1,TCP,80,
75,195.2388822492597,200.28.189.13,192.168.1.1,TCP,80,
74,903.1704628996888,23.111.1.2,192.168.1.1,TCP,80,
49,235.92146682697253,113.7.22.35,192.168.1.1,TCP,80,
64,929.1389546870683,119.240.103.40,192.168.1.1,TCP,80,
79,475.84478161330276,222.40.170.17,192.168.1.1,TCP,80,
95,871.0106888080321,130.14.183.48,192.168.1.1,TCP,80,
54,172.98975665182553,57.90.211.33,192.168.1.1,TCP,80,
95,297.99854421987203,15.197.177.44,192.168.1.1,TCP,80,
45,631.0364763838327,160.62.198.31,192.168.1.1,TCP,80,
85,260.36280574821865,50.10.152.43,192.168.1.1,TCP,80,
82,742.6762328642634,143.83.151.10,192.168.1.1,TCP,80,
44,840.5419019316265,202.135.214.24,192.168.1.1,TCP,80,
73,947.8039483811266,60.230.237.25,192.168.1.1,TCP,80,
92,177.7224606987723,110.22.189.3,192.168.1.1,TCP,80,
